748,"4,3","1,1"
749,"4,3","1,1"
750,"4,3","1,1"
751,"4,3","1,1"
752,"4,3","1,1"
753,3,1
754,3,1
755,3,1
756,3,1
757,"4,3","1,1"
758,3,1
759,3,1
760,3,1
761,3,1
763,3,1
764,3,1
765,3,1
767,3,2
768,3,1
769,3,1
770,3,1
771,3,1
772,3,1
773,3,1
775,3,1
776,3,1
777,3,1
778,3,1
779,3,1
780,3,1
781,"4,3","1,1"
522,"2,4,3","2,1,1"
782,"4,3","1,1"
784,"4,3","1,1"
785,"4,3","1,1"
786,"4,3","1,1"
787,"4,3","1,1"
788,"4,3","3,1"
303,"4,1,3","1,4,1"
299,"2,4,1,3","1,1,1,1"
252,1,1
253,"2,1","1,1"
254,"2,1","3,3"
255,"2,1","1,1"
256,"2,1","3,3"
257,"2,1","3,3"
258,"2,1","2,2"
259,"2,1","1,1"
260,"2,1","1,1"
261,1,1
263,1,1
267,1,1
268,1,1
269,1,1
270,1,1
271,1,1
272,1,1
273,1,1
274,1,1
275,1,1
276,1,1
277,1,1
278,1,1
279,1,1
280,1,1
281,1,1
282,1,1
283,1,1
284,1,1
285,1,1
286,1,1
287,1,1
288,1,1
289,1,1
290,1,1
291,"2,4,1","1,11,6"
292,1,1
293,1,1
294,1,1
295,1,1
296,1,1
297,"2,1","1,1"
298,"2,1","1,1"
300,1,1
301,1,3
302,1,3
304,1,1
305,1,3
306,1,1
307,1,1
308,1,1
309,1,1
310,1,1
311,1,1
312,1,1
313,1,1
314,1,1
315,1,1
316,1,3
317,1,1
318,"2,4,1","2,3,4"
319,1,1
320,1,1
322,1,1
323,1,1
324,1,1
325,1,1
326,"4,1","1,1"
327,1,1
328,1,1
329,1,1
330,1,3
331,1,1
332,1,2
333,1,1
334,1,3
335,1,1
336,"4,1","1,1"
337,"2,4,1","1,1,2"
338,1,1
339,1,1
340,"4,1","1,2"
341,1,2
342,1,4
343,1,1
344,1,1
345,1,1
346,"4,1","1,1"
347,1,1
348,1,1
351,1,1
352,1,1
353,1,1
354,1,2
355,1,1
356,1,3
357,1,1
358,1,1
359,1,1
360,1,1
361,1,1
362,1,1
364,1,1
365,1,1
366,1,1
368,1,1
369,1,3
370,1,1
371,1,1
372,"2,1","2,1"
373,"4,1","1,1"
374,1,1
375,1,1
376,1,1
378,"2,4,1","1,3,1"
379,1,1
380,"4,1","4,1"
382,1,1
383,1,1
384,"2,1","1,1"
385,1,1
386,1,1
387,1,1
388,1,1
389,1,1
390,1,1
391,1,1
392,1,1
394,1,1
395,1,1
396,1,1
397,1,1
398,1,1
399,1,1
400,1,1
401,1,1
402,"2,4,1","1,1,2"
403,1,1
404,1,1
405,1,1
406,1,1
407,1,1
408,"4,1","1,1"
409,1,1
410,1,1
411,1,1
412,"2,1","1,1"
413,"2,1","1,1"
414,"2,1","1,1"
415,"2,1","1,1"
416,"2,1","1,1"
417,"2,1","1,1"
418,"2,1","1,1"
419,"2,1","1,1"
420,"2,1","1,1"
421,"2,1","1,1"
422,"2,1","1,1"
423,"2,1","1,1"
424,"2,1","1,1"
425,"2,1","1,1"
426,"2,1","1,1"
427,1,1
428,"2,1","1,1"
429,"2,1","1,1"
430,"2,1","1,1"
431,"2,1","1,1"
432,"2,1","1,1"
433,"2,1","1,1"
434,"2,1","1,1"
435,"2,1","1,1"
436,"2,1","1,1"
437,"2,1","1,1"
438,"2,1","1,1"
439,"2,1","3,3"
440,"2,1","1,1"
441,"2,1","5,5"
442,"2,1","4,4"
443,"2,1","4,4"
446,"2,1","1,1"
448,"2,1","3,3"
449,"2,1","1,1"
450,"2,1","1,1"
451,"2,1","1,1"
452,"2,1","1,1"
453,"2,1","1,1"
454,"2,1","1,1"
455,"2,1","1,1"
456,"2,1","1,1"
457,"2,1","1,1"
458,"2,1","1,1"
459,"2,1","1,1"
460,"2,1","1,1"
461,"2,1","1,1"
462,"2,1","1,1"
463,"2,1","1,1"
464,"2,1","1,1"
465,1,1
466,"2,1","1,1"
467,"2,1","1,1"
468,"2,1","1,1"
469,"2,1","1,1"
470,"2,1","1,1"
471,"2,1","1,1"
472,"2,1","1,1"
473,"2,1","1,1"
474,"2,1","1,1"
475,"2,1","1,1"
476,"2,1","1,1"
477,"2,1","1,1"
478,"2,1","1,1"
479,"2,1","1,1"
480,"2,1","1,1"
481,"2,1","1,1"
482,"2,1","1,1"
483,"2,1","1,1"
484,"2,1","1,1"
485,"2,1","1,1"
486,"2,1","1,1"
487,"2,1","1,1"
488,"2,1","1,1"
489,"2,1","1,1"
490,"2,1","1,1"
491,"2,1","1,1"
492,"2,1","1,1"
493,"2,1","1,1"
494,"2,1","1,1"
495,"2,1","1,1"
496,"2,1","1,1"
497,"2,1","1,1"
498,"2,1","1,1"
499,"2,1","1,1"
500,1,1
789,4,1
790,4,1
791,4,1
792,4,1
793,4,1
794,4,1
795,4,1
796,4,7
797,4,1
798,4,1
799,4,3
800,4,2
801,4,1
802,4,1
803,4,1
804,4,1
805,4,1
806,4,3
807,4,1
808,4,1
809,4,1
810,4,1
811,4,2
812,4,6
813,4,1
814,4,1
816,4,1
817,4,1
818,4,1
819,4,2
820,4,1
821,4,1
823,4,1
824,4,1
825,4,9
826,4,1
827,4,14
828,4,5
829,4,2
830,4,1
831,4,2
832,4,1
833,4,1
834,4,1
835,4,3
836,4,7
837,4,5
838,4,3
839,4,1
541,"2,4","1,10"
840,4,8
841,4,2
842,4,2
843,4,38
844,4,1
845,4,10
846,4,3
847,4,4
848,4,31
849,4,1
850,4,2
851,4,1
852,4,1
853,4,1
854,4,1
855,4,3
856,4,1
857,4,7
858,4,7
859,4,4
860,4,6
861,4,1
862,4,1
863,4,1
864,4,5
865,4,1
866,4,1
867,4,3
868,4,3
869,4,2
870,4,1
871,4,2
872,4,3
873,4,1
874,4,1
875,4,1
876,4,4
877,4,2
878,4,1
879,4,2
880,4,2
881,4,2
882,4,2
883,4,2
884,4,2
885,4,3
886,4,3
887,4,3
889,4,2
890,4,1
891,4,1
892,4,3
893,4,1
894,4,1
895,4,1
896,4,1
897,4,1
898,4,1
899,4,1
900,4,7
901,4,1
902,4,1
903,4,1
904,4,1
905,4,4
906,4,2
907,4,2
908,4,2
909,4,1
910,4,1
911,4,4
912,4,2
913,4,5
914,4,1
915,4,1
916,4,1
917,4,1
918,4,1
919,4,1
920,4,1
921,4,1
922,4,1
923,4,1
924,4,1
925,4,1
926,4,1
927,4,1
928,4,1
929,4,2
930,4,1
931,4,1
932,4,1
933,4,1
934,4,1
935,4,1
937,4,1
938,4,1
939,4,1
940,4,1
941,4,1
942,4,1
943,4,1
944,4,2
945,4,1
946,4,1
947,4,1
948,4,1
949,4,1
950,4,1
501,2,1
502,2,1
504,2,1
505,2,1
506,2,1
507,2,1
508,2,1
509,2,1
510,2,1
512,2,1
513,2,2
514,2,1
515,2,1
516,2,1
517,2,1
518,2,1
519,2,1
520,2,1
521,2,1
523,2,2
524,2,1
525,2,1
527,2,1
528,2,1
529,2,1
530,2,1
531,2,1
532,2,1
533,2,2
534,2,1
535,2,1
536,2,1
537,2,1
538,2,1
540,2,1
543,2,1
544,2,1
545,2,1
546,2,1
547,2,1
548,2,1
549,2,1
550,2,1
552,2,1
553,2,1
554,2,1
555,2,1
556,2,1
557,2,1
558,2,1
559,2,1
